0,target
0.7883740733428513,0
0.7763270337406514,1
0.7598642938156724,2
0.7398648144503671,3
0.7160038882922021,4
0.698539340800626,5
0.67707862398446,6
0.6632770074948796,7
0.6389798255050669,8
0.6220717057756603,9
0.5995655525720998,10
0.5754833005062973,11
0.5624793447747327,12
0.5463619908193904,13
0.5002345374318653,14
0.5106687218608735,15
0.4927030531403499,16
0.47310698726310024,17
0.45098796273545616,18
0.4329050430546781,19
0.4173611417468563,20
0.40708331197929754,21
0.38196362282307494,22
0.3761706359108172,23
0.35589543594948386,24
0.3379027952046794,25
0.32018719128007694,26
0.2906228537777551,27
0.2976942265515423,28
0.2806281392713352,29
0.26920528876535327,30
0.2568101564459382,31
0.23719986688205358,32
0.22801659995599938,33
0.2188889006326956,34
0.20116761064295188,35
0.19786988270890438,36
0.19230273919863963,37
0.18306063042749396,38
0.1658881422721779,39
0.15787652471763702,40
0.15591765382764824,41
0.14876037391061198,42
0.1416007026049283,43
0.13458610235025736,44
0.12639724476549347,45
0.11351094137693228,46
0.10639180180077658,47
0.09110012170700907,48
0.08202176636898362,49
0.0751587830647226,50
0.05690523562836298,51
0.05145788531295593,52
0.04114966602522856,53
0.029073781799254746,54
0.01850579044026261,55
0.014486036511638054,56
0.001717018171563386,57
0.00042776024883721414,58
-0.01659851108573613,59
-0.03006867600358345,60
-0.03530786243581455,61
-0.0413087937709111,62
-0.052495570305463465,63
-0.06187947502082135,64
-0.07232865679947302,65
-0.08057833143350292,66
-0.08596232755793753,67
-0.09576667718122633,68
-0.10045815888527901,69
-0.11469013539794974,70
-0.12532661826682748,71
-0.12727930640441285,72
-0.13055384383035393,73
-0.1367112302059832,74
-0.1381159543023203,75
-0.14809827768321263,76
-0.1570765183513463,77
-0.1593690833024155,78
-0.16283590044739035,79
-0.16869897337762196,80
-0.17256530638535322,81
-0.17235087822815062,82
-0.17041370897746738,83
-0.1816837836907969,84
-0.1822453395806078,85
-0.18744672284878022,86
-0.19185804095683742,87
-0.19857653004638953,88
-0.19668063466087785,89
-0.2030108956225636,90
-0.20224818236643327,91
-0.2059446789583313,92
-0.21100930300373383,93
-0.2187362748529196,94
-0.22550196039757936,95
-0.22467933618545896,96
-0.2306291345299308,97
-0.23235300522604355,98
-0.2401792645438629,99
-0.2469825360523426,100
-0.2473911786199403,101
-0.2527353188782957,102
-0.2640034068325824,103
-0.2711608428841338,104
-0.27490870882835916,105
-0.28213412783174574,106
-0.2758768095581416,107
-0.2888728399641276,108
-0.2954862790246663,109
-0.3083339023504904,110
-0.30417598480246255,111
-0.3094555913242545,112
-0.32122704172219396,113
-0.32022261926934853,114
-0.33106642223853133,115
-0.33546155229092306,116
-0.33927691413485084,117
-0.34442300787843794,118
-0.34526635372925624,119
-0.35500490247022953,120
-0.35740465252195525,121
-0.36207819338645786,122
-0.3673578708085985,123
-0.36291194120144776,124
-0.3668579916594492,125
-0.3716335814361009,126
-0.3746281356779147,127
-0.36834812484123175,128
-0.37225997158539414,129
-0.37399524239760223,130
-0.3707895869918569,131
-0.36358035548018514,132
-0.36559788302763996,133
-0.3603362854972297,134
-0.36985167483747977,135
-0.36409253944176395,136
-0.36847437776550274,137
-0.3729794231462423,138
-0.37157542892048384,139
